state,date,cases
Indiana,2020-11-02,187665
Alabama,2020-10-28,187706
Louisiana,2020-11-01,187720
South Carolina,2020-11-10,187738
New Jersey,2020-08-12,187777
Missouri,2020-10-30,187830
Wisconsin,2020-10-20,187898
Mississippi,2020-12-17,187904
Nebraska,2021-01-23,187974
Louisiana,2020-11-02,187995
Ohio,2020-10-21,188005
Tennessee,2020-09-26,188205
Nebraska,2021-01-24,188241
Massachusetts,2020-11-15,188275
New Jersey,2020-08-13,188433
Pennsylvania,2020-10-19,188442
Illinois,2020-08-05,188474
Maryland,2020-11-25,188509
Kansas,2020-12-12,188610
Kansas,2020-12-11,188610
Kansas,2020-12-13,188660
Virginia,2020-11-06,188770
Arizona,2020-08-11,188780
North Carolina,2020-09-16,188800
Nebraska,2021-01-25,188850
South Carolina,2020-11-11,188995
New Jersey,2020-08-14,189003
Louisiana,2020-11-03,189148
Alabama,2020-10-29,189149
Nebraska,2021-01-26,189151
Arkansas,2020-12-15,189198
New Jersey,2020-08-15,189281
New Jersey,2020-08-16,189294
Georgia,2020-08-06,189300
Arizona,2020-08-12,189522
Iowa,2020-11-16,189597
New Jersey,2020-08-17,189606
Minnesota,2020-11-10,189735
Nevada,2020-12-14,189805
Nebraska,2021-01-27,189847
Missouri,2020-10-31,189925
Michigan,2020-10-29,189926
New Jersey,2020-08-18,189937
Pennsylvania,2020-10-20,189988
Tennessee,2020-09-27,190037
Utah,2020-11-27,190044
Florida,2020-07-04,190044
Texas,2020-07-03,190049
Colorado,2020-11-20,190100
Connecticut,2021-01-02,190120
Connecticut,2021-01-03,190120
Louisiana,2020-11-04,190164
New Jersey,2020-08-19,190256
North Carolina,2020-09-17,190307
New Jersey,2020-08-20,190356
Mississippi,2020-12-18,190411
Ohio,2020-10-22,190430
Massachusetts,2020-11-16,190439
Illinois,2020-08-06,190465
South Carolina,2020-11-12,190490
Alabama,2020-10-30,190496
Indiana,2020-11-03,190555
Nebraska,2021-01-28,190585
Maryland,2020-11-26,190635
New Jersey,2020-08-21,190646
Nebraska,2021-01-29,190709
Louisiana,2020-11-05,190845
Arizona,2020-08-13,190850
Virginia,2020-11-07,190873
Tennessee,2020-09-28,190991
California,2020-06-23,191039
Kentucky,2020-12-02,191067
New Jersey,2020-08-22,191175
New Jersey,2020-08-23,191323
Pennsylvania,2020-10-21,191347
New York,2020-04-12,191425
Washington,2020-12-07,191468
Arkansas,2020-12-16,191504
New Jersey,2020-08-24,191548
Nebraska,2021-01-30,191569
North Carolina,2020-09-18,191672
Louisiana,2020-11-07,191715
Louisiana,2020-11-06,191715
Nebraska,2021-01-31,191763
Arizona,2020-08-14,191810
New Jersey,2020-08-25,191850
Tennessee,2020-09-29,191859
New Jersey,2020-08-26,192086
Utah,2020-11-28,192087
South Carolina,2020-11-13,192101
Nevada,2020-12-15,192109
Mississippi,2020-12-19,192111
Nebraska,2021-02-01,192112
Missouri,2020-11-01,192141
Virginia,2020-11-08,192175
Wisconsin,2020-10-21,192225
Alabama,2020-10-31,192285
New Jersey,2020-08-27,192393
Illinois,2020-08-07,192482
Nebraska,2021-02-02,192553
Arizona,2020-08-15,192670
New Jersey,2020-08-28,192751
North Carolina,2020-09-19,192751
Ohio,2020-10-23,192948
Massachusetts,2020-11-17,192964
Louisiana,2020-11-08,192981
New Jersey,2020-08-29,193100
Kansas,2020-12-14,193109
Nebraska,2021-02-03,193128
Iowa,2020-11-17,193196
Maryland,2020-11-27,193205
Georgia,2020-08-07,193276
Tennessee,2020-09-30,193357
Michigan,2020-10-30,193360
Louisiana,2020-11-09,193372
New Jersey,2020-08-30,193391
Pennsylvania,2020-10-22,193401
Virginia,2020-11-09,193477
Arizona,2020-08-16,193554
Kansas,2020-12-15,193555
Nebraska,2021-02-04,193612
New Jersey,2020-08-31,193740
Utah,2020-11-29,193809
Oklahoma,2020-11-28,193824
North Carolina,2020-09-20,193978
Alabama,2020-11-01,193985
South Carolina,2020-11-14,194014
Arizona,2020-08-17,194027
New Jersey,2020-09-01,194070
Nebraska,2021-02-05,194089
Indiana,2020-11-04,194261
Mississippi,2020-12-20,194333
New Jersey,2020-09-02,194378
Nebraska,2021-02-06,194422
Nevada,2020-12-16,194461
Illinois,2020-08-08,194531
Arkansas,2020-12-17,194543
Tennessee,2020-10-01,194601
Maryland,2020-11-28,194603
Minnesota,2020-11-11,194626
Connecticut,2021-01-04,194636
Louisiana,2020-11-11,194702
Louisiana,2020-11-10,194702
Nebraska,2021-02-07,194707
New Jersey,2020-09-03,194756
Washington,2020-12-08,194788
Kentucky,2020-12-03,194851
Alabama,2020-11-02,194892
Virginia,2020-11-10,194912
Arizona,2020-08-18,194931
Nebraska,2021-02-08,194957
North Carolina,2020-09-21,195093
New Jersey,2020-09-04,195205
Colorado,2020-11-21,195220
Nebraska,2021-02-09,195327
Mississippi,2020-12-21,195500
South Carolina,2020-11-15,195507
New Jersey,2020-09-05,195530
Oklahoma,2020-11-29,195545
Arizona,2020-08-19,195568
Pennsylvania,2020-10-23,195659
Tennessee,2020-10-02,195680
Texas,2020-07-04,195707
Utah,2020-11-30,195744
Ohio,2020-10-24,195806
Nebraska,2021-02-10,195828
New Jersey,2020-09-06,195841
Wisconsin,2020-10-22,195853
Massachusetts,2020-11-18,195868
California,2020-06-24,195889
Illinois,2020-08-09,195897
Alabama,2020-11-03,195929
Missouri,2020-11-02,195938
Nebraska,2021-02-11,196172
New Jersey,2020-09-07,196173
North Carolina,2020-09-22,196258
Arizona,2020-08-20,196305
New Jersey,2020-09-08,196450
Virginia,2020-11-11,196506
Nebraska,2021-02-12,196616
South Carolina,2020-11-16,196617
Maryland,2020-11-29,196727
New Jersey,2020-09-09,196779
Tennessee,2020-10-03,196870
Arizona,2020-08-21,196925
Connecticut,2021-01-05,196968
Nevada,2020-12-17,197059
Michigan,2020-10-31,197164
New Jersey,2020-09-10,197203
Georgia,2020-08-08,197308
Illinois,2020-08-10,197326
Pennsylvania,2020-10-24,197370
Arkansas,2020-12-18,197421
North Carolina,2020-09-23,197431
Nebraska,2021-02-13,197449
Michigan,2020-11-01,197501
Iowa,2020-11-18,197532
Nebraska,2021-02-14,197658
New Jersey,2020-09-11,197677
Mississippi,2020-12-22,197691
Oklahoma,2020-11-30,197745
Nebraska,2021-02-15,197761
Alabama,2020-11-04,197777
South Carolina,2020-11-17,197900
Kansas,2020-12-16,197903
Nebraska,2021-02-16,197904
Arizona,2020-08-22,197909
Washington,2020-12-09,197973
New York,2020-04-13,197973
Virginia,2020-11-12,198027
Ohio,2020-10-25,198115
Arizona,2020-08-23,198117
New Jersey,2020-09-12,198126
Kansas,2020-12-17,198189
Nebraska,2021-02-17,198215
Utah,2020-12-01,198260
Tennessee,2020-10-04,198262
Missouri,2020-11-03,198312
Arizona,2020-08-24,198421
New Jersey,2020-09-13,198423
Nebraska,2021-02-18,198481
Kentucky,2020-12-04,198506
Louisiana,2020-11-12,198531
Massachusetts,2020-11-19,198550
Indiana,2020-11-05,198684
Maryland,2020-11-30,198710
Pennsylvania,2020-10-25,198756
New Jersey,2020-09-14,198757
Illinois,2020-08-11,198919
Nebraska,2021-02-19,198949
Alabama,2020-11-05,199158
Nebraska,2021-02-20,199162
New Jersey,2020-09-15,199193
North Carolina,2020-09-24,199236
Virginia,2020-11-13,199262
Arizona,2020-08-25,199293
Colorado,2020-11-22,199296
Nebraska,2021-02-21,199362
South Carolina,2020-11-18,199447
Connecticut,2021-01-06,199454
Oklahoma,2020-12-01,199482
Arizona,2020-08-26,199495
New Jersey,2020-09-16,199583
Nevada,2020-12-18,200032
Florida,2020-07-05,200103
Arkansas,2020-12-19,200114
Texas,2020-07-05,200137
Georgia,2020-08-09,200147
New Jersey,2020-09-17,200152
Arizona,2020-08-27,200172
Ohio,2020-10-26,200231
Mississippi,2020-12-23,200325
Wisconsin,2020-10-23,200479
Tennessee,2020-10-05,200603
New Jersey,2020-09-18,200639
Illinois,2020-08-12,200648
Arizona,2020-08-28,200694
Alabama,2020-11-06,200714
Virginia,2020-11-14,200799
Massachusetts,2020-11-20,200949
New Jersey,2020-09-19,201100
South Carolina,2020-11-19,201160
Washington,2020-12-10,201179
Pennsylvania,2020-10-26,201248
Arizona,2020-08-29,201317
California,2020-06-25,201413
Maryland,2020-12-01,201479
Missouri,2020-11-04,201515
New Jersey,2020-09-20,201553
Iowa,2020-11-19,201572
Arkansas,2020-12-20,201650
Arizona,2020-08-30,201695
Minnesota,2020-11-12,201851
Arizona,2020-08-31,201866
New Jersey,2020-09-21,201945
Virginia,2020-11-15,201960
Louisiana,2020-11-14,201981
Louisiana,2020-11-13,201981
Kentucky,2020-12-05,202135
Nevada,2020-12-19,202164
Utah,2020-12-02,202220
Tennessee,2020-10-06,202257
Georgia,2020-08-10,202276
Oklahoma,2020-12-02,202341
New Jersey,2020-09-22,202371
Arizona,2020-09-01,202375
Alabama,2020-11-07,202482
Illinois,2020-08-13,202577
Mississippi,2020-12-24,202651
Ohio,2020-10-27,202740
Connecticut,2021-01-07,202758
New Jersey,2020-09-23,202779
Arizona,2020-09-02,202898
Arkansas,2020-12-21,203107
South Carolina,2020-11-20,203161
Indiana,2020-11-06,203332
New Jersey,2020-09-24,203343
Pennsylvania,2020-10-27,203520
Colorado,2020-11-23,203578
Kansas,2020-12-18,203646
Kansas,2020-12-19,203650
Maryland,2020-12-02,203672
Kansas,2020-12-20,203674
Alabama,2020-11-08,203687
New Jersey,2020-09-25,203891
Arizona,2020-09-03,203964
Oklahoma,2020-12-03,204048
Michigan,2020-11-02,204135
Massachusetts,2020-11-21,204155
Mississippi,2020-12-25,204178
Nevada,2020-12-20,204227
Tennessee,2020-10-07,204286
Washington,2020-12-11,204484
Louisiana,2020-11-15,204513
Virginia,2020-11-16,204637
New Jersey,2020-09-26,204641
North Carolina,2020-09-25,204658
Arizona,2020-09-04,204686
Kentucky,2020-12-06,204772
Illinois,2020-08-14,204827
Alabama,2020-11-09,204857
South Carolina,2020-11-21,205018
Mississippi,2020-12-26,205023
Missouri,2020-11-05,205036
Arkansas,2020-12-22,205048
Louisiana,2020-11-16,205059
Wisconsin,2020-10-24,205139
New Jersey,2020-09-27,205339
Ohio,2020-10-28,205347
New York,2020-04-14,205375
Arizona,2020-09-05,205518
Maryland,2020-12-03,205716
Arizona,2020-09-06,205772
Pennsylvania,2020-10-28,205852
New Jersey,2020-09-28,205898
Iowa,2020-11-20,205918
Georgia,2020-08-11,205920
Arizona,2020-09-07,205971
Connecticut,2021-01-10,205994
Connecticut,2021-01-09,205994
Connecticut,2021-01-08,205994
Arizona,2020-09-08,206048
Nevada,2020-12-21,206195
North Carolina,2020-09-26,206241
Utah,2020-12-03,206255
Tennessee,2020-10-08,206265
South Carolina,2020-11-22,206295
New Jersey,2020-09-29,206354
Mississippi,2020-12-27,206388
Florida,2020-07-06,206439
Illinois,2020-08-15,206505
Arizona,2020-09-09,206548
Alabama,2020-11-10,206567
Virginia,2020-11-17,206762
Massachusetts,2020-11-22,206850
Arizona,2020-09-10,207002
California,2020-06-26,207027
Kentucky,2020-12-07,207043
New Jersey,2020-09-30,207062
Nevada,2020-12-22,207351
Minnesota,2020-11-13,207395
Washington,2020-12-12,207399
North Carolina,2020-09-27,207407
Arizona,2020-09-11,207525
South Carolina,2020-11-23,207552
New Jersey,2020-10-01,207676
Louisiana,2020-11-17,207685
Michigan,2020-11-03,207799
Tennessee,2020-10-09,207823
Colorado,2020-11-24,207882
Kansas,2020-12-21,207933
Arkansas,2020-12-23,207941
Illinois,2020-08-16,208068
Pennsylvania,2020-10-29,208087
Mississippi,2020-12-28,208089
Kansas,2020-12-22,208109
Arizona,2020-09-12,208128
Indiana,2020-11-07,208243
New Jersey,2020-10-02,208416
North Carolina,2020-09-28,208497
Arizona,2020-09-13,208514
Massachusetts,2020-11-23,208623
Alabama,2020-11-11,208637
Arizona,2020-09-14,208726
Virginia,2020-11-18,208833
Oklahoma,2020-12-04,208875
Wisconsin,2020-10-25,208917
Ohio,2020-10-29,208937
Iowa,2020-11-21,209203
Arizona,2020-09-15,209215
South Carolina,2020-11-24,209230
Utah,2020-12-04,209258
Texas,2020-07-06,209350
New Jersey,2020-10-03,209363
North Carolina,2020-09-29,209384
Washington,2020-12-13,209385
Maryland,2020-12-04,209512
Tennessee,2020-10-10,209593
Georgia,2020-08-12,209683
Arizona,2020-09-16,209911
Louisiana,2020-11-18,209914
Illinois,2020-08-17,209942
New Jersey,2020-10-04,209989
Mississippi,2020-12-29,210032
Missouri,2020-11-06,210054
Kentucky,2020-12-08,210232
Nevada,2020-12-23,210319
New Jersey,2020-10-05,210500
Pennsylvania,2020-10-30,210586
Alabama,2020-11-12,210637
Virginia,2020-11-19,210787
South Carolina,2020-11-25,210905
South Carolina,2020-11-26,210905
North Carolina,2020-09-30,211004
New Jersey,2020-10-06,211129
Arkansas,2020-12-24,211145
Massachusetts,2020-11-24,211199
Tennessee,2020-10-11,211426
California,2020-06-27,211453
New Jersey,2020-10-07,211638
Arizona,2020-09-17,211663
Iowa,2020-11-22,211664
Illinois,2020-08-18,211806
Louisiana,2020-11-19,211966
Georgia,2020-08-13,212009
Wisconsin,2020-10-26,212116
Michigan,2020-11-04,212126
Washington,2020-12-14,212342
Colorado,2020-11-25,212416
Maryland,2020-12-05,212545
Nevada,2020-12-24,212662
Ohio,2020-10-30,212782
Pennsylvania,2020-10-31,212816
Utah,2020-12-05,212844
Kansas,2020-12-23,212871
Indiana,2020-11-08,212895
New Jersey,2020-10-08,212936
Kansas,2020-12-24,212962
Kentucky,2020-12-09,212997
Mississippi,2020-12-30,213055
Kansas,2020-12-25,213076
Kansas,2020-12-26,213091
South Carolina,2020-11-27,213120
Kansas,2020-12-27,213173
North Carolina,2020-10-01,213218
Oklahoma,2020-12-05,213245
Arkansas,2020-12-25,213267
Virginia,2020-11-20,213331
Connecticut,2021-01-11,213358
Arizona,2020-09-19,213551
Alabama,2020-11-13,213617
Missouri,2020-11-07,213645
Arizona,2020-09-18,213663
Florida,2020-07-07,213786
New Jersey,2020-10-09,213801
Illinois,2020-08-19,213888
Arkansas,2020-12-26,213969
Arizona,2020-09-20,214018
Nevada,2020-12-25,214077
Washington,2020-12-15,214085
Tennessee,2020-10-12,214245
Arizona,2020-09-21,214251
Pennsylvania,2020-11-01,214500
Massachusetts,2020-11-26,214594
Massachusetts,2020-11-25,214594
New Jersey,2020-10-10,214665
Iowa,2020-11-23,214792
Arizona,2020-09-22,214846
Arkansas,2020-12-27,214877
South Carolina,2020-11-28,214911
North Carolina,2020-10-02,215035
Arizona,2020-09-23,215284
Washington,2020-12-16,215310
Georgia,2020-08-14,215328
Maryland,2020-12-06,215348
Utah,2020-12-06,215407
New Jersey,2020-10-11,215416
Tennessee,2020-10-13,215423
Virginia,2020-11-21,215679
Ohio,2020-10-31,215697
Mississippi,2020-12-31,215811
Alabama,2020-11-14,215843
Arizona,2020-09-24,215852
New Jersey,2020-10-12,215885
Illinois,2020-08-20,215889
Minnesota,2020-11-14,216084
South Carolina,2020-11-29,216129
Nevada,2020-12-26,216329
Arizona,2020-09-25,216367
Oklahoma,2020-12-06,216486
Arkansas,2020-12-28,216528
Missouri,2020-11-08,216654
Louisiana,2020-11-21,216709
Louisiana,2020-11-20,216709
Arizona,2020-09-26,216826
New Jersey,2020-10-13,216873
California,2020-06-28,216955
Indiana,2020-11-09,217028
Connecticut,2021-01-12,217047
North Carolina,2020-10-03,217049
Kentucky,2020-12-10,217112
New York,2020-04-15,217130
Tennessee,2020-10-14,217140
Arizona,2020-09-27,217237
Pennsylvania,2020-11-02,217243
Wisconsin,2020-10-27,217447
South Carolina,2020-11-30,217487
Arizona,2020-09-28,217513
Utah,2020-12-07,217638
North Carolina,2020-10-04,217641
Maryland,2020-12-07,217647
Nevada,2020-12-27,217653
Colorado,2020-11-26,217655
Iowa,2020-11-24,217786
Virginia,2020-11-22,217796
New Jersey,2020-10-14,217812
Alabama,2020-11-15,217822
Illinois,2020-08-21,218111
Michigan,2020-11-05,218136
Arizona,2020-09-29,218185
Georgia,2020-08-15,218344
Mississippi,2021-01-01,218386
Oklahoma,2020-12-07,218389
Arizona,2020-09-30,218511
Nevada,2020-12-28,218666
New Jersey,2020-10-15,218783
South Carolina,2020-12-01,218912
Ohio,2020-11-01,219000
Kansas,2020-12-28,219095
Texas,2020-07-07,219164
Arizona,2020-10-01,219214
Alabama,2020-11-16,219232
Arkansas,2020-12-29,219246
Massachusetts,2020-11-27,219252
Tennessee,2020-10-15,219355
Kansas,2020-12-29,219415
New Jersey,2020-10-16,219593
Arizona,2020-10-02,219778
Utah,2020-12-08,219971
North Carolina,2020-10-05,220045
Tennessee,2020-10-16,220099
Pennsylvania,2020-11-03,220111
Georgia,2020-08-16,220165
Louisiana,2020-11-22,220192
Mississippi,2021-01-02,220277
Maryland,2020-12-08,220279
Nevada,2020-12-29,220391
Arizona,2020-10-03,220403
Illinois,2020-08-22,220459
New Jersey,2020-10-17,220527
Connecticut,2021-01-13,220576
Washington,2020-12-17,220628
Oklahoma,2020-12-08,220686
Arizona,2020-10-04,220757
South Carolina,2020-12-02,220835
Alabama,2020-11-17,220848
Kentucky,2020-12-11,220898
Virginia,2020-11-23,221038
Arizona,2020-10-05,221091
Louisiana,2020-11-23,221160
Iowa,2020-11-25,221288
North Carolina,2020-10-06,221438
Connecticut,2021-01-14,221544
Wisconsin,2020-10-28,221578
New Jersey,2020-10-18,221802
Georgia,2020-08-17,221841
Missouri,2020-11-09,221874
Indiana,2020-11-10,221894
Ohio,2020-11-02,221909
Arizona,2020-10-06,221937
Mississippi,2021-01-03,222061
Illinois,2020-08-23,222292
Michigan,2020-11-06,222423
Arkansas,2020-12-30,222430
Massachusetts,2020-11-28,222469
Colorado,2020-11-27,222544
Utah,2020-12-09,222545
Arizona,2020-10-07,222558
Tennessee,2020-10-17,222608
Pennsylvania,2020-11-04,222883
Maryland,2020-12-09,222971
Oklahoma,2020-12-09,222993
New Jersey,2020-10-19,222994
Nevada,2020-12-30,223033
South Carolina,2020-12-03,223063
Iowa,2020-11-26,223323
North Carolina,2020-10-07,223349
Arizona,2020-10-08,223407
Connecticut,2021-01-15,223422
Connecticut,2021-01-16,223422
Connecticut,2021-01-17,223422
Alabama,2020-11-18,223486
Virginia,2020-11-24,223582
Minnesota,2020-11-15,223637
Mississippi,2021-01-04,223677
Florida,2020-07-08,223775
New Jersey,2020-10-20,223982
California,2020-06-29,223995
Illinois,2020-08-24,224056
Arizona,2020-10-09,224101
Kentucky,2020-12-12,224155
Louisiana,2020-11-24,224403
Washington,2020-12-18,224594
Georgia,2020-08-18,224681
Massachusetts,2020-11-29,224964
Arizona,2020-10-10,224985
New Jersey,2020-10-21,225012
Iowa,2020-11-27,225065
Tennessee,2020-10-18,225126
Arkansas,2020-12-31,225138
Nevada,2020-12-31,225178
Kansas,2020-12-30,225361
Mississippi,2021-01-05,225444
Oklahoma,2020-12-10,225453
Kansas,2020-12-31,225455
Arizona,2020-10-11,225575
Louisiana,2020-11-25,225638
Louisiana,2020-11-26,225638
Pennsylvania,2020-11-05,225698
North Carolina,2020-10-08,225738
New York,2020-04-16,225761
Illinois,2020-08-25,225812
Alabama,2020-11-19,225910
Utah,2020-12-10,225946
South Carolina,2020-12-04,226013
Arizona,2020-10-12,226072
Massachusetts,2020-11-30,226132
Ohio,2020-11-03,226138
Maryland,2020-12-10,226173
New Jersey,2020-10-22,226174
Virginia,2020-11-25,226300
Missouri,2020-11-10,226372
Washington,2020-12-19,226551
Colorado,2020-11-28,226567
Kentucky,2020-12-13,226604
Wisconsin,2020-10-29,226712
Arizona,2020-10-13,226749
Indiana,2020-11-11,226935
Nevada,2021-01-01,227046
Washington,2020-12-20,227049
Iowa,2020-11-28,227181
New Jersey,2020-10-23,227219
Georgia,2020-08-19,227255
Arizona,2020-10-14,227660
North Carolina,2020-10-09,227756
Illinois,2020-08-26,227872
Utah,2020-12-11,228146
Mississippi,2021-01-06,228235
Tennessee,2020-10-19,228267
Alabama,2020-11-20,228373
Kentucky,2020-12-14,228668
Iowa,2020-11-29,228690
Michigan,2020-11-07,228706
Arizona,2020-10-15,228748
Maryland,2020-12-11,228792
Virginia,2020-11-26,228900
Michigan,2020-11-08,229085
Texas,2020-07-08,229116
New Jersey,2020-10-24,229128
Massachusetts,2020-12-01,229205
South Carolina,2020-12-05,229235
Pennsylvania,2020-11-06,229346
Oklahoma,2020-12-11,229353
Arkansas,2021-01-01,229442
Arizona,2020-10-16,229508
Illinois,2020-08-27,229598
Nevada,2021-01-02,229601
Tennessee,2020-10-20,229794
North Carolina,2020-10-10,229959
Missouri,2020-11-11,230003
Colorado,2020-11-29,230057
Connecticut,2021-01-18,230125
Ohio,2020-11-04,230209
New Jersey,2020-10-25,230257
Georgia,2020-08-20,230288
Kansas,2021-01-01,230352
Kansas,2021-01-03,230352
Kansas,2021-01-02,230352
Arizona,2020-10-17,230412
Virginia,2020-11-27,230444
Louisiana,2020-11-27,230602
Louisiana,2020-11-28,230602
Iowa,2020-11-30,230634
Washington,2020-12-21,230642
Alabama,2020-11-21,230708
Minnesota,2020-11-16,231074
Arizona,2020-10-18,231149
Kentucky,2020-12-15,231287
Arkansas,2021-01-02,231442
New Jersey,2020-10-26,231473
Mississippi,2021-01-07,231490
North Carolina,2020-10-11,231564
Utah,2020-12-12,231821
Nevada,2021-01-03,231869
Arizona,2020-10-19,231933
Illinois,2020-08-28,232052
Wisconsin,2020-10-30,232092
South Carolina,2020-12-06,232099
Tennessee,2020-10-21,232100
California,2020-06-30,232153
Maryland,2020-12-12,232172
Washington,2020-12-22,232204
Connecticut,2021-01-19,232219
Louisiana,2020-11-29,232245
Louisiana,2020-11-30,232414
Alabama,2020-11-22,232506
Pennsylvania,2020-11-07,232582
Florida,2020-07-09,232710
Arizona,2020-10-20,232939
North Carolina,2020-10-12,233059
Iowa,2020-12-01,233062
New Jersey,2020-10-27,233120
Georgia,2020-08-21,233169
New York,2020-04-17,233293
Oklahoma,2020-12-12,233336
Nevada,2021-01-04,233337
Arkansas,2021-01-03,233475
Indiana,2020-11-12,233540
Virginia,2020-11-28,233617
Mississippi,2021-01-08,233665
Illinois,2020-08-29,233806
Utah,2020-12-13,233904
Arizona,2020-10-21,233948
Tennessee,2020-10-22,234079
Alabama,2020-11-23,234080
Connecticut,2021-01-20,234134
Kentucky,2020-12-16,234207
Massachusetts,2020-12-02,234232
Kansas,2021-01-04,234390
Colorado,2020-11-30,234502
South Carolina,2020-12-07,234652
Kansas,2021-01-05,234700
Arkansas,2021-01-04,234781
New Jersey,2020-10-28,234790
Washington,2020-12-23,234832
North Carolina,2020-10-13,234842
Arizona,2020-10-22,234914
Maryland,2020-12-13,234975
Pennsylvania,2020-11-08,235162
Ohio,2020-11-05,235170
Missouri,2020-11-12,235341
Nevada,2021-01-05,235723
Illinois,2020-08-30,235779
Georgia,2020-08-22,235783
Connecticut,2021-01-21,235796
Utah,2020-12-14,235872
Arizona,2020-10-23,235910
Virginia,2020-11-29,235942
Iowa,2020-12-02,236159
New Jersey,2020-10-29,236340
North Carolina,2020-10-14,236812
Alabama,2020-11-24,236865
Mississippi,2021-01-09,236868
Arizona,2020-10-24,236898
South Carolina,2020-12-08,236954
Minnesota,2020-11-17,237005
Kentucky,2020-12-17,237160
Maryland,2020-12-14,237215
Washington,2020-12-24,237269
Georgia,2020-08-23,237402
Tennessee,2020-10-23,237607
Oklahoma,2020-12-13,237668
Illinois,2020-08-31,237682
Washington,2020-12-25,237689
Louisiana,2020-12-01,237740
Utah,2020-12-15,237787
Nevada,2021-01-06,237788
Connecticut,2021-01-22,237815
Connecticut,2021-01-23,237815
Connecticut,2021-01-24,237815
Virginia,2020-11-30,237835
Wisconsin,2020-10-31,237870
Michigan,2020-11-09,238136
Arizona,2020-10-25,238200
New Jersey,2020-10-30,238316
Iowa,2020-12-03,238722
Colorado,2020-12-01,238779
Arkansas,2021-01-05,238888
Mississippi,2021-01-10,239082
Illinois,2020-09-01,239115
Indiana,2020-11-13,239139
Arizona,2020-10-26,239193
Alabama,2020-11-25,239318
North Carolina,2020-10-15,239338
South Carolina,2020-12-09,239444
Georgia,2020-08-24,239612
New Jersey,2020-10-31,239679
Maryland,2020-12-15,239694
Pennsylvania,2020-11-09,239724
California,2020-07-01,239764
Oklahoma,2020-12-14,239767
Kansas,2021-01-06,239988
Texas,2020-07-09,240025
Virginia,2020-12-01,240063
Arizona,2020-10-27,240158
Ohio,2020-11-06,240178
Tennessee,2020-10-24,240191
Mississippi,2021-01-11,240309
Kentucky,2020-12-18,240345
Kansas,2021-01-07,240540
New York,2020-04-18,240542
Utah,2020-12-16,240715
Washington,2020-12-26,240763
Massachusetts,2020-12-03,240907
Washington,2020-12-27,241036
Nevada,2021-01-07,241157
Missouri,2020-11-13,241236
Arizona,2020-10-28,241259
Illinois,2020-09-02,241282
Louisiana,2020-12-02,241335
New Jersey,2020-11-01,241422
Wisconsin,2020-11-01,241423
Iowa,2020-12-04,241531
South Carolina,2020-12-10,241686
Georgia,2020-08-25,241865
Alabama,2020-11-26,241957
Mississippi,2021-01-12,241957
Oklahoma,2020-12-15,241991
North Carolina,2020-10-16,242032
Maryland,2020-12-16,242057
Minnesota,2020-11-18,242099
Virginia,2020-12-02,242480
Arizona,2020-10-29,242510
Arkansas,2021-01-06,242593
Illinois,2020-09-03,242715
New Jersey,2020-11-02,242790
Alabama,2020-11-27,242874
Kentucky,2020-12-19,243047
Colorado,2020-12-02,243324
Iowa,2020-12-05,243385
Tennessee,2020-10-25,243508
Washington,2020-12-28,243547
Connecticut,2021-01-25,243632
Mississippi,2021-01-13,243899
Utah,2020-12-17,243918
North Carolina,2020-10-17,244020
Pennsylvania,2020-11-10,244046
Louisiana,2020-12-03,244078
Arizona,2020-10-30,244099
Nevada,2021-01-08,244116
Florida,2020-07-10,244143
Maryland,2020-12-17,244247
Georgia,2020-08-26,244494
Virginia,2020-12-03,244503
New Jersey,2020-11-03,244614
Iowa,2020-12-06,244689
Kentucky,2020-12-20,244784
Connecticut,2021-01-26,244899
Wisconsin,2020-11-02,244974
Alabama,2020-11-28,244993
Michigan,2020-11-10,245005
South Carolina,2020-12-11,245226
Oklahoma,2020-12-16,245229
Kansas,2021-01-08,245415
Kansas,2021-01-09,245521
Kansas,2021-01-10,245529
Washington,2020-12-29,245692
Ohio,2020-11-07,245727
Tennessee,2020-10-26,245760
Mississippi,2021-01-14,245847
Arkansas,2021-01-07,245916
Arizona,2020-10-31,245962
Iowa,2020-12-07,245985
North Carolina,2020-10-18,246116
Iowa,2020-12-08,246237
Massachusetts,2020-12-04,246398
Utah,2020-12-18,246562
Nevada,2021-01-09,246659
New York,2020-04-19,246741
Maryland,2020-12-18,246816
Georgia,2020-08-27,247017
New Jersey,2020-11-04,247057
Louisiana,2020-12-04,247177
Louisiana,2020-12-05,247177
Alabama,2020-11-29,247229
Kentucky,2020-12-21,247243
Connecticut,2021-01-27,247339
Virginia,2020-12-04,247380
Washington,2020-12-30,247455
Indiana,2020-11-14,247466
Arizona,2020-11-01,247484
North Carolina,2020-10-19,247551
Tennessee,2020-10-27,247688
Pennsylvania,2020-11-11,248144
Mississippi,2021-01-15,248189
California,2020-07-02,248198
Oklahoma,2020-12-17,248204
Illinois,2020-09-04,248253
Arizona,2020-11-02,248293
Missouri,2020-11-14,248400
Nevada,2021-01-10,248758
Connecticut,2021-01-28,248765
Colorado,2020-12-03,248779
Iowa,2020-12-09,248782
South Carolina,2020-12-12,248798
Arkansas,2021-01-08,248860
Maryland,2020-12-19,248924
Utah,2020-12-19,248970
New Jersey,2020-11-05,249019
North Carolina,2020-10-20,249158
Georgia,2020-08-28,249317
Alabama,2020-11-30,249524
Missouri,2020-11-15,249608
